Time,cpu,diskio,diskioRead,diskioWritten,mem,networkReceived,networkTransmitted,replica,requests,responsetime,totalcpu,totalcpuUtilization,totalmemory,totalmemoryUtilization
2020-10-02 22:30:15.322,0.003696383161208177,0.005257649490033937,0.0,39930.0953269782,0.004190206527709961,1508.7993578205896,5713.714071839655,1.0,108.0,59.894492506000006,24.0,26.561905,101189603328.0,5.648840880887534
2020-10-02 22:30:30.322,0.003696383161208177,0.014677267424419174,15138.431421174851,107384.8444696288,0.004190206527709961,6384.292258591379,18465.33188254836,1.0,250.0,59.894492506000006,24.0,26.561905,101189603328.0,5.648840880887534
2020-10-02 22:30:45.322,0.06056575363796145,0.01608853136596957,12651.807737605832,140717.22850603322,0.004380941390991211,5881.73596142308,19289.549121130643,1.0,391.0,59.894492506000006,24.0,13.603987238601313,101189603328.0,5.786840069941935
2020-10-02 22:31:00.322,0.08648004391035673,0.016711111111111166,12652.08888888889,140902.4,0.004380941390991211,5340.488888888888,18820.155555555557,1.0,534.0,59.894492506000006,24.0,13.603987238601313,101189603328.0,5.786840069941935
2020-10-02 22:31:15.322,0.12717118851805834,0.010044444444444404,0.0,95482.31111111109,0.011545419692993164,1421.2666666666669,10211.31111111111,1.0,679.0,59.894492506000006,24.0,3.1361111111111173,101189603328.0,5.8044724900851
2020-10-02 22:31:30.322,0.1288700506137779,0.010577777777777755,0.0,77459.9111111111,0.011545419692993164,1522.1333333333334,9878.0,1.0,826.0,59.894492506000006,24.0,3.1361111111111173,101189603328.0,5.8044724900851
2020-10-02 22:31:45.322,0.20707300654853625,0.00959999999999989,0.0,72817.77777777777,0.012749433517456056,3575.0444444444447,12483.933333333332,1.0,975.0,59.894492506000006,24.0,2.491666666666692,101189603328.0,5.831625445622379
2020-10-02 22:32:00.322,0.20707300654853625,0.010666666666666751,0.0,76185.6,0.012749433517456056,5462.555555555556,14698.733333333335,1.0,1123.0,59.894492506000006,24.0,2.491666666666692,101189603328.0,5.831625445622379
2020-10-02 22:32:15.322,0.2446893821202296,0.009600000000000048,0.0,64534.755555555545,0.013428926467895508,7373.977777777777,17618.88888888889,1.0,1263.0,59.894492506000006,24.0,2.6736111111111067,101189603328.0,5.826804460225116
2020-10-02 22:32:30.322,0.2446893821202296,0.010488888888888916,0.0,68175.64444444444,0.013428926467895508,7483.711111111111,17550.44444444444,1.0,1401.0,59.894492506000006,24.0,2.6736111111111067,101189603328.0,5.826804460225116
2020-10-02 22:32:45.322,0.32315215295262073,0.011288888888888791,0.0,66628.26666666666,0.013828277587890623,9872.844444444445,20286.68888888889,1.0,1543.0,59.894492506000006,24.0,2.8486111111111265,101189603328.0,5.72171426468861
2020-10-02 22:33:00.322,0.32315215295262073,0.011644444444444464,0.0,69085.86666666668,0.013828277587890623,11843.911111111109,21589.42222222222,1.0,1680.0,59.894492506000006,24.0,2.8486111111111265,101189603328.0,5.72171426468861
2020-10-02 22:33:15.322,0.3555459142350447,0.011644444444444464,0.0,67538.48888888888,0.014239549636840819,13991.355555555554,24142.11111111111,1.0,1824.0,59.894492506000006,24.0,2.9236111111111573,101189603328.0,5.725023379350475
2020-10-02 22:33:30.322,0.37776063322429737,0.010844444444444434,0.0,69267.91111111111,0.014239549636840819,14009.02222222222,23893.266666666666,1.0,1970.0,59.894492506000006,24.0,2.9236111111111573,101189603328.0,5.725023379350475
2020-10-02 22:33:45.322,0.40085704954569656,0.011555555555555623,0.0,65627.02222222222,0.014269351959228516,15972.311111111108,26249.37777777778,1.0,2109.0,59.894492506000006,24.0,2.9638888888889103,101189603328.0,5.723754379415919
2020-10-02 22:34:00.322,0.28706041413049904,0.010666666666666751,0.0,65262.93333333333,0.017130374908447266,17610.288888888892,27987.511111111107,1.0,2256.0,59.894492506000006,24.0,2.9638888888889103,101189603328.0,5.723754379415919
2020-10-02 22:34:15.322,0.4552861550338825,0.011555555555555623,0.0,64807.822222222225,0.017130374908447266,21997.288888888892,32666.422222222216,1.0,2396.0,59.894492506000006,24.0,3.1888888888888465,101189603328.0,5.717500456293517
2020-10-02 22:34:30.322,0.003527436949266665,0.01137777777777763,0.0,68903.82222222221,0.021207332611083984,21903.17777777777,32389.2,3.0,2532.0,59.894492506000006,24.0,3.1888888888888465,101189603328.0,5.717500456293517
2020-10-02 22:34:45.322,0.5425537409242335,0.017777777777777715,0.0,101216.7111111111,0.026279687881469727,24621.711111111108,42685.24444444444,3.0,2668.0,59.894492506000006,24.0,3.1930555555555515,101189603328.0,5.71609787741849
2020-10-02 22:35:00.322,0.5465882777432347,0.016533333333333327,0.0,98121.95555555557,0.030797719955444336,23789.2,41527.35555555555,5.0,2799.0,59.894492506000006,24.0,3.1930555555555515,101189603328.0,5.71609787741849
2020-10-02 22:35:15.322,0.574244807433917,0.016355555555555647,0.0,101580.8,0.03203749656677246,25956.422222222216,45677.777777777774,5.0,2939.0,0.10407358900000001,24.0,3.805555555555512,101189603328.0,5.741587167969807
2020-10-02 22:35:30.322,0.5667083971399317,0.015377777777777782,0.0,96847.64444444444,0.03592967987060547,26051.266666666666,45342.311111111114,5.0,3090.0,0.10265429300000001,24.0,3.805555555555512,101189603328.0,5.741587167969807
2020-10-02 22:35:45.322,0.6686519934618437,0.01626666666666665,0.0,99851.37777777776,0.0405430793762207,28178.4,49011.688888888886,7.0,3229.0,0.09941477,24.0,3.7888888888888967,101189603328.0,5.763427324738058
