Time,cpu,diskio,diskioRead,diskioWritten,mem,networkReceived,networkTransmitted,replica,requests,responsetime,totalcpu,totalcpuUtilization,totalmemory,totalmemoryUtilization
2020-10-06 19:30:46.962,69.08345120009496,0.0,0.0,10467.555555555555,1.0275602340698242,16423.6,20139.62222222222,50.0,2147.0,0.510445521,24.0,74.47222222222227,101189603328.0,7.365488132057601
2020-10-06 19:31:01.962,62.65932215916473,0.0,0.0,11195.733333333334,0.9451389312744141,16096.044444444444,23212.777777777774,50.0,2169.0,0.422551539,24.0,75.71805555555555,101189603328.0,7.377692389801322
2020-10-06 19:31:16.962,71.14724378783276,0.0,0.0,6098.488888888888,1.023852825164795,16147.355555555554,20141.91111111111,50.0,2202.0,1.192929991,24.0,75.71805555555555,101189603328.0,7.377692389801322
2020-10-06 19:31:31.962,54.95242098600589,8.888888888883962e-05,0.0,13380.266666666666,1.0576128959655762,16219.644444444444,23289.844444444443,50.0,2223.0,0.525571577,24.0,78.63888888888894,101189603328.0,7.488344326677742
2020-10-06 19:31:46.962,68.15404277015837,8.888888888883962e-05,0.0,7281.777777777777,1.109468936920166,16237.488888888887,20216.31111111111,50.0,2229.0,0.53614171,24.0,78.63888888888894,101189603328.0,7.488344326677742
2020-10-06 19:32:01.962,61.338169637919194,8.888888888883962e-05,0.0,13380.266666666666,1.0452091693878174,16089.155555555555,23221.48888888889,50.0,2239.0,0.466823152,24.0,79.50972222222211,101189603328.0,7.38617465252171
2020-10-06 19:32:16.962,71.11567988153956,0.0,0.0,6189.51111111111,1.1205613613128662,15866.755555555554,20017.28888888889,50.0,2250.0,0.7536474510000001,24.0,79.50972222222211,101189603328.0,7.38617465252171
2020-10-06 19:32:31.962,61.717961133151256,0.0,0.0,13289.244444444445,1.1383473873138428,15889.0,23009.62222222222,50.0,2258.0,0.635308586,24.0,80.80972222222229,101189603328.0,7.509146210772272
2020-10-06 19:32:46.962,74.40227713010299,0.0,0.0,7190.7555555555555,1.145493984222412,15950.377777777778,20087.644444444442,50.0,2264.0,0.6394968179999999,24.0,80.80972222222229,101189603328.0,7.509146210772272
2020-10-06 19:33:01.962,61.71719862262027,0.0,0.0,15837.866666666667,1.2786328792572021,16194.91111111111,23164.577777777777,50.0,2256.0,0.8134860690000001,24.0,81.06388888888885,101189603328.0,7.402386278479783
2020-10-06 19:33:16.962,75.40685082605322,0.0,0.0,8738.133333333333,1.2194573879241943,18653.466666666667,22784.977777777774,50.0,2250.0,0.423683722,24.0,81.06388888888885,101189603328.0,7.402386278479783
2020-10-06 19:33:31.962,60.74020723854713,0.0,0.0,14654.577777777777,1.1281132698059082,18865.04444444444,25695.333333333332,50.0,2250.0,0.464588031,24.0,80.94444444444451,101189603328.0,7.532892903327343
2020-10-06 19:33:46.962,71.8107601984239,0.0,0.0,5916.444444444443,1.0414540767669678,18735.777777777774,22727.333333333332,50.0,2253.0,0.434133719,24.0,80.94444444444451,101189603328.0,7.532892903327343
2020-10-06 19:34:01.962,55.87268629385197,0.0,0.0,12196.977777777776,1.2497961521148682,16546.955555555553,23172.42222222222,50.0,2266.0,0.44790765,24.0,80.88888888888891,101189603328.0,7.560276586125447
2020-10-06 19:34:16.962,74.00112567394984,0.0,0.0,6371.555555555556,1.2710392475128174,16297.533333333333,20203.28888888889,50.0,2279.0,0.463539558,24.0,80.88888888888891,101189603328.0,7.560276586125447
2020-10-06 19:34:31.962,60.280610110882236,8.888888888899752e-05,0.0,14381.511111111111,1.2535452842712402,16533.644444444442,23320.688888888886,50.0,2264.0,0.45512390900000005,24.0,81.82083333333325,101189603328.0,7.507130383125044
