Time,cpu,diskio,diskioRead,diskioWritten,mem,networkReceived,networkTransmitted,replica,requests,responsetime,totalcpu,totalcpuUtilization,totalmemory,totalmemoryUtilization
2020-10-06 14:29:57.060,14.626630352862804,0.012533333333333374,0.0,78643.2,0.11749267578125,2260.7,13874.766666666666,1.0,4.0,0.404931785,6.0,84.59301185154328,25088139264.0,19.143371285775718
2020-10-06 14:30:12.060,18.780266542239684,0.013599999999999963,12652.088888888888,87108.26666666666,0.11749267578125,5651.6,17045.91111111111,1.0,40.0,0.420425796,6.0,11.734367137520445,25088139264.0,19.03644943032153
2020-10-06 14:30:27.060,18.843836442374506,0.013511111111111045,12652.088888888888,103492.26666666666,0.1262187957763672,6042.955555555555,25831.333333333332,1.0,77.0,0.412448963,6.0,11.734367137520445,25088139264.0,19.03644943032153
2020-10-06 14:30:42.060,18.843836442374506,0.013244444444444366,12652.088888888888,118328.88888888889,0.1262187957763672,6289.666666666667,24979.777777777774,1.0,113.0,0.425386886,6.0,24.356605161860557,25088139264.0,19.38716585083446
2020-10-06 14:30:57.060,12.965112706202165,0.010400000000000078,0.0,102764.08888888889,0.0974416732788086,3191.6888888888884,22213.177777777775,1.0,145.0,0.41451881500000004,6.0,24.356605161860557,25088139264.0,19.38716585083446
2020-10-06 14:31:12.060,12.605443752469656,0.008266666666666663,0.0,77186.84444444443,0.0974416732788086,2930.133333333333,11986.088888888888,1.0,145.0,0.413590472,6.0,27.915392042115457,25088139264.0,19.049428950108688
2020-10-06 14:31:27.060,29.86767029859051,0.008266666666666663,0.0,55523.55555555555,0.055027008056640625,2969.311111111111,12917.71111111111,1.0,145.0,0.405666834,6.0,27.915392042115457,25088139264.0,19.049428950108688
2020-10-06 14:31:42.060,29.86767029859051,0.008444444444444343,0.0,52974.933333333334,0.055027008056640625,2938.6,11244.444444444443,1.0,145.0,0.40725802499999997,6.0,28.17883442096344,25088139264.0,18.81770778741799
2020-10-06 14:31:57.060,36.53326979802722,0.00853333333333334,0.0,51609.6,0.23441314697265625,3234.9333333333334,13848.977777777776,1.0,174.0,0.424750259,6.0,28.17883442096344,25088139264.0,18.81770778741799
2020-10-06 14:32:12.060,36.53326979802722,0.008888888888888858,0.0,54158.22222222222,0.23441314697265625,3106.5777777777776,12292.155555555555,1.0,208.0,0.43815952900000005,6.0,27.41005219869082,25088139264.0,18.923233732253568
2020-10-06 14:32:42.060,44.3040218328503,0.008800000000000018,0.0,54067.2,0.13642311096191406,3591.7111111111108,14201.422222222222,1.0,241.0,0.43531668100000004,6.0,27.41005219869082,25088139264.0,18.923233732253568
2020-10-06 14:33:12.060,45.25363963117054,0.008888888888888858,0.0,56615.82222222222,0.13642311096191406,3807.8888888888887,12125.933333333332,1.0,275.0,0.426010654,6.0,38.01111111111112,25088139264.0,19.026727035311147
2020-10-06 14:33:27.060,45.455307759330715,0.0074666666666667915,0.0,51518.57777777778,0.13642311096191406,4409.0888888888885,14342.733333333334,1.0,293.0,0.5326969340000001,6.0,38.01111111111112,25088139264.0,19.026727035311147
2020-10-06 14:33:42.060,32.65303524209232,0.008444444444444501,0.0,56160.71111111111,0.34928321838378906,4345.688888888889,12818.533333333333,1.0,310.0,0.514258588,6.0,45.721163927099624,25088139264.0,18.8539769738421
2020-10-06 14:33:57.060,21.216337528098922,0.008177777777777824,0.0,57070.933333333334,0.34928321838378906,6046.8,15925.244444444445,1.0,326.0,0.522084671,6.0,45.721163927099624,25088139264.0,18.8539769738421
2020-10-06 14:34:12.060,46.294209216741436,0.009244444444444373,0.0,63169.422222222216,0.35207271575927734,6251.888888888889,14606.6,1.0,341.0,0.443483643,6.0,51.20449738389256,25088139264.0,18.897421630639112
2020-10-06 14:34:27.060,0.03047804675978226,0.00942222222222221,0.0,64170.666666666664,0.6994962692260742,7975.577777777778,18016.155555555553,3.0,340.0,0.6891370010000001,6.0,51.20449738389256,25088139264.0,18.897421630639112
2020-10-06 14:34:42.060,46.274158141748636,0.010666666666666753,0.0,66173.15555555555,0.710606575012207,6541.288888888888,15556.6,3.0,339.0,0.757739343,6.0,54.393389235810254,25088139264.0,18.806320095529266
2020-10-06 14:34:57.060,46.75389031201851,0.01457777777777775,0.0,93297.77777777777,0.7342815399169922,7355.8,25117.266666666666,5.0,337.0,0.766603662,6.0,54.393389235810254,25088139264.0,18.806320095529266
2020-10-06 14:35:12.060,47.38779197286125,0.01386666666666656,0.0,91659.37777777777,0.6010293960571289,5877.933333333333,21860.644444444442,5.0,337.0,0.551688361,6.0,63.2333333333334,25088139264.0,19.00728224529039
2020-10-06 14:35:27.060,46.14374263285059,0.019377777777777775,0.0,124245.33333333333,0.6120681762695312,6798.044444444444,32767.44444444444,5.0,341.0,0.7654120520000001,6.0,63.2333333333334,25088139264.0,19.00728224529039
2020-10-06 14:35:42.060,58.64932468890432,0.01537777777777778,0.0,95209.24444444444,0.9962320327758789,5946.911111111111,22993.088888888888,7.0,336.0,1.0253796480000001,6.0,57.33333333333337,25088139264.0,19.05515953054302
2020-10-06 14:35:57.060,18.12948827282721,0.01617777777777781,0.0,100852.62222222221,0.6638288497924805,6134.444444444443,24960.933333333334,7.0,337.0,0.93551252,6.0,57.33333333333337,25088139264.0,19.05515953054302
2020-10-06 14:36:12.060,64.74585370258315,0.016622222222222167,0.0,98395.02222222222,0.6648063659667969,5839.622222222222,22514.4,7.0,338.0,0.74423672,6.0,57.404521088122905,25088139264.0,19.322317231218634
2020-10-06 14:36:27.060,18.73325605663716,0.016444444444444487,0.0,102673.06666666667,0.9875059127807617,6031.022222222222,24562.91111111111,9.0,360.0,0.908570565,6.0,57.404521088122905,25088139264.0,19.322317231218634
2020-10-06 14:36:42.060,61.593170324966295,0.016444444444444487,0.0,101762.84444444443,1.2138605117797852,5868.0888888888885,22620.733333333334,9.0,399.0,0.438277364,6.0,57.74444444444444,25088139264.0,19.54149968800173
2020-10-06 14:36:57.060,61.591272266806186,0.01555555555555546,0.0,96665.6,1.2258291244506836,6406.466666666666,24112.088888888888,11.0,428.0,0.921879396,6.0,57.74444444444444,25088139264.0,19.54149968800173
2020-10-06 14:37:12.060,65.54607970369568,0.016088888888888812,0.0,95300.26666666666,0.7523059844970703,6731.4222222222215,22604.8,11.0,462.0,0.662776335,6.0,69.66743381011285,25088139264.0,19.455222615907108
2020-10-06 14:37:27.060,42.772142281208744,0.02177777777777771,0.0,123790.22222222222,0.7662057876586914,7830.933333333333,33138.57777777778,11.0,470.0,1.191298488,6.0,69.66743381011285,25088139264.0,19.455222615907108
2020-10-06 14:37:42.060,60.45146375253759,0.016444444444444487,0.0,100033.42222222222,1.1719465255737305,7176.688888888889,23343.28888888889,13.0,466.0,0.971563011,6.0,76.95494541854019,25088139264.0,19.633237954270943
2020-10-06 14:37:57.060,41.63948054930334,0.01626666666666665,0.0,101580.8,1.1309623718261719,7310.222222222222,25180.377777777776,13.0,471.0,1.2232502669999998,6.0,76.95494541854019,25088139264.0,19.633237954270943
2020-10-06 14:38:12.060,65.71042839644493,0.015733333333333453,0.0,99760.35555555555,1.1795759201049805,7244.355555555555,23653.24444444444,13.0,469.0,0.443315126,6.0,76.81111111111125,25088139264.0,19.944477042902946
2020-10-06 14:38:27.060,65.92317538597243,0.015110439536020615,0.0,166472.24567796986,1.223134994506836,7380.6497489000485,26065.063774943337,15.0,465.0,0.6623121630000001,6.0,76.81111111111125,25088139264.0,19.944477042902946
2020-10-06 14:38:42.060,75.34637191030076,0.014844444444444585,5916.444444444443,168846.2222222222,1.0761260986328125,7215.955555555555,24329.711111111108,15.0,467.0,0.42942402700000004,6.0,77.19444444444447,25088139264.0,20.37282568553905
2020-10-06 14:38:57.060,35.776456533380454,0.011022222222222112,5916.444444444443,159835.0222222222,1.324319839477539,8719.0,27607.28888888889,17.0,461.0,0.436676915,6.0,77.19444444444447,25088139264.0,20.37282568553905
2020-10-06 14:39:12.060,36.77435568217697,0.00986710520467582,5916.707409218187,90116.0051557847,1.4242172241210938,8527.867905240233,24961.909418196363,17.0,462.0,0.439763421,6.0,76.2430275500155,25088139264.0,20.233014216737406
2020-10-06 14:39:27.060,36.73280338102155,0.011733333333333302,0.0,109590.75555555554,1.4396429061889648,10657.488888888887,36539.4,17.0,493.0,0.436095799,6.0,76.2430275500155,25088139264.0,20.233014216737406
2020-10-06 14:39:42.060,44.796360159246525,0.00942222222222221,0.0,88018.48888888888,1.3927936553955078,8645.244444444445,26257.44444444444,19.0,519.0,1.8541601330000002,6.0,76.45493998632068,25088139264.0,20.405739788546484
2020-10-06 14:39:57.060,90.2604252692861,0.009244444444444373,0.0,87017.24444444444,1.3937950134277344,9226.844444444443,28942.666666666668,19.0,552.0,0.643557254,6.0,76.45493998632068,25088139264.0,20.405739788546484
2020-10-06 14:40:12.060,90.01008420268222,0.00951111111111105,0.0,82921.24444444444,1.6062021255493164,8074.2,26304.933333333334,19.0,583.0,0.452851411,6.0,87.93888888888887,25088139264.0,20.398196973273947
2020-10-06 14:40:27.060,68.17468441964287,0.008444444444444501,0.0,82375.1111111111,1.7222404479980469,8546.91111111111,27978.133333333335,21.0,592.0,0.48523893500000004,6.0,87.93888888888887,25088139264.0,20.398196973273947
2020-10-06 14:40:42.060,87.26653459864325,0.00853333333333334,0.0,82921.24444444444,1.5507698059082031,8382.266666666666,25674.866666666665,21.0,611.0,0.568507428,6.0,93.6833333333334,25088139264.0,20.865998458131013
2020-10-06 14:40:57.060,56.47982096559072,0.009955555555555563,0.0,83103.28888888888,1.4210700988769531,8633.844444444443,28065.133333333335,23.0,618.0,0.5213060070000001,6.0,93.6833333333334,25088139264.0,20.865998458131013
2020-10-06 14:41:12.060,83.92893188990766,0.010400000000000078,0.0,80008.53333333334,1.7951250076293945,8743.6,25257.8,23.0,630.0,0.6651969790000001,6.0,99.31111111111109,25088139264.0,20.78836623600784
2020-10-06 14:41:27.060,81.8102622534282,0.013244444444444526,0.0,103401.24444444444,1.7004966735839844,9628.266666666666,36669.75555555555,23.0,636.0,0.65580648,6.0,99.31111111111109,25088139264.0,20.78836623600784
2020-10-06 14:41:42.060,88.08533835612573,0.009066666666666693,0.0,82830.22222222222,1.663064956665039,8998.355555555554,26896.511111111107,25.0,628.0,0.651216449,6.0,102.4444444444445,25088139264.0,21.10709916059242
2020-10-06 14:41:57.060,68.73295854873962,0.008622222222222179,0.0,86016.0,1.3257980346679688,9106.22222222222,29272.555555555555,25.0,639.0,0.839035036,6.0,102.4444444444445,25088139264.0,21.10709916059242
2020-10-06 14:42:12.060,90.82377975718973,0.010577777777777757,0.0,85833.95555555556,1.656651496887207,8971.511111111111,27407.266666666666,25.0,641.0,1.692577533,6.0,103.11108222158015,25088139264.0,21.484901145038542
2020-10-06 14:42:27.060,50.96946489819205,0.010133333333333243,0.0,82830.22222222222,2.3048877716064453,9078.155555555555,28266.533333333333,27.0,633.0,0.9420514409999999,6.0,103.11108222158015,25088139264.0,21.484901145038542
2020-10-06 14:42:42.060,68.1552649395443,0.010577777777777757,0.0,82739.2,2.302074432373047,8889.822222222221,26061.91111111111,27.0,640.0,0.648506085,6.0,103.87222222222223,25088139264.0,21.519700951864102
2020-10-06 14:42:57.060,68.27296920984467,0.009244444444444373,0.0,81373.86666666667,2.0702362060546875,8957.955555555554,29239.4,29.0,628.0,0.823026785,6.0,103.87222222222223,25088139264.0,21.519700951864102
2020-10-06 14:43:12.060,64.14832219371068,0.00924444444444453,0.0,82284.08888888889,2.1090030670166016,8926.488888888887,27270.82222222222,29.0,623.0,0.711792588,6.0,103.87221259237862,25088139264.0,21.37376706806852
2020-10-06 14:43:27.060,48.70157123863764,0.012266666666666657,0.0,107042.13333333333,1.9867658615112305,9438.133333333333,37190.24444444444,29.0,629.0,0.812812729,6.0,103.87221259237862,25088139264.0,21.37376706806852
2020-10-06 14:43:42.060,89.33191824381149,0.009866666666666723,0.0,89383.82222222221,1.8086433410644531,8984.422222222222,26248.866666666665,31.0,616.0,0.957630686,6.0,104.04444444444457,25088139264.0,21.558370124965837
2020-10-06 14:43:57.060,58.02842978489884,0.01022222222222224,0.0,90476.08888888889,2.072429656982422,10321.2,29619.2,31.0,622.0,2.56969428,6.0,104.04444444444457,25088139264.0,21.558370124965837
2020-10-06 14:44:12.060,87.08822822565966,0.01102222222222227,0.0,86653.15555555555,2.1071434020996094,10385.177777777777,29223.133333333335,31.0,623.0,3.4646598909999997,6.0,104.37222123447998,25088139264.0,21.82547884632151
2020-10-06 14:44:27.060,73.52988497467035,0.009777777777777726,0.0,83831.46666666666,2.067422866821289,11884.066666666668,32831.53333333333,33.0,614.0,0.974497695,6.0,104.37222123447998,25088139264.0,21.82547884632151
2020-10-06 14:44:42.060,87.69821931751666,0.010044444444444404,0.0,84286.57777777777,2.434706687927246,10422.266666666666,29762.066666666666,33.0,620.0,0.758534181,6.0,104.41666666666664,25088139264.0,21.946653683881596
2020-10-06 14:44:57.060,82.53749029375606,0.010666666666666597,0.0,86926.22222222222,2.505183219909668,10437.488888888887,31895.755555555555,35.0,612.0,3.5289332869999996,6.0,104.41666666666664,25088139264.0,21.946653683881596
